"","coefficients","replicate","pval","treatment_site"
"sitePW...104",-0.183637661220076,52,9.20469051777276e-16,"sitePW"
"siteDB...105",-0.233155852991146,53,2.06535552532965e-22,"siteDB"
"sitePW...106",-0.0558301314612645,53,0.0166890795237931,"sitePW"
"siteDB...107",-0.13657089432689,54,6.79629970320127e-08,"siteDB"
"sitePW...108",0.0892141227143283,54,0.00030019321883007,"sitePW"
"siteDB...109",-0.163501087457553,55,1.6256372671577e-10,"siteDB"
"sitePW...110",0.0253822374662238,55,0.300161914517027,"sitePW"
"siteDB...111",-0.224820566278844,56,4.78410119576693e-21,"siteDB"
"sitePW...112",-0.290877050751732,56,8.67127520343556e-32,"sitePW"
"siteDB...113",-0.130704304357093,57,6.06693455128125e-08,"siteDB"
"sitePW...114",0.035207192060943,57,0.137987970390324,"sitePW"
"siteDB...115",-0.435536434686331,58,1.05937810772379e-67,"siteDB"
"sitePW...116",-0.301087072062415,58,1.66341470015736e-34,"sitePW"
"siteDB...117",-0.279667215578728,59,1.03210312028911e-28,"siteDB"
"sitePW...118",-0.131002943553746,59,1.04783489159247e-07,"sitePW"
"siteDB...119",-0.197315757632033,60,5.44916736288225e-15,"siteDB"
"sitePW...120",-0.046655673048179,60,0.0601567342827661,"sitePW"
"siteDB...121",-0.258521185746074,61,2.16901900093573e-26,"siteDB"
"sitePW...122",-0.225863474022795,61,1.28123711201312e-19,"sitePW"
"siteDB...123",-0.156773150762451,62,2.61243841114806e-09,"siteDB"
"sitePW...124",0.0720405693435349,62,0.00477704375323037,"sitePW"
"siteDB...125",-0.21449649466397,63,1.0405083363571e-18,"siteDB"
"sitePW...126",-0.0813231772235038,63,0.000666514881165629,"sitePW"
"siteDB...127",-0.391899163007584,64,8.09158882628154e-57,"siteDB"
"sitePW...128",-0.272605049494038,64,1.06899393241598e-29,"sitePW"
"siteDB...129",-0.230439884420301,65,2.04319466418426e-20,"siteDB"
"sitePW...130",-0.18424333347331,65,3.21447129075099e-13,"sitePW"
"siteDB...131",-0.13033307535288,66,2.67440547809316e-07,"siteDB"
"sitePW...132",0.0193946282816119,66,0.439683634747498,"sitePW"
"siteDB...133",-0.26005491102585,67,1.69426168723654e-26,"siteDB"
"sitePW...134",-0.148734508119453,67,1.22822100093496e-09,"sitePW"
"siteDB...135",-0.093289027786155,68,0.000329742650918061,"siteDB"
"sitePW...136",0.0184595824467804,68,0.469207458304885,"sitePW"
"siteDB...137",-0.193336554792079,69,7.88732576564504e-14,"siteDB"
"sitePW...138",0.00574857038324219,69,0.820931740293829,"sitePW"
"siteDB...139",-0.143939910735184,70,3.57539000596262e-09,"siteDB"
"sitePW...140",-0.0132511933083381,70,0.579884982486632,"sitePW"
"siteDB...141",-0.406856100657524,71,6.07054292685794e-61,"siteDB"
"sitePW...142",-0.251295579536274,71,5.0510412438903e-25,"sitePW"
"siteDB...143",-0.174059332928945,72,1.31350275349536e-12,"siteDB"
"sitePW...144",-0.0274800662142163,72,0.251518289129579,"sitePW"
"siteDB...145",-0.215471689252551,73,4.9982887726724e-19,"siteDB"
"sitePW...146",-0.0990692360074865,73,3.33237713769673e-05,"sitePW"
"siteDB...147",-0.235980881112367,74,7.18779589583043e-20,"siteDB"
"sitePW...148",-0.00272412365260575,74,0.911449697437265,"sitePW"
"siteDB...149",-0.291408834789415,75,4.32427557070098e-32,"siteDB"
"sitePW...150",-0.00548601543831316,75,0.814584760363779,"sitePW"
"siteDB...151",-0.466277513210153,76,1.08540780631176e-76,"siteDB"
"sitePW...152",-0.220874302012763,76,4.85869552298228e-20,"sitePW"
"siteDB...153",-0.272057598171862,77,6.41371611008216e-30,"siteDB"
"sitePW...154",-0.156652013688306,77,4.08938820427375e-11,"sitePW"
"siteDB...155",-0.0370858050299347,78,0.125460284594924,"siteDB"
"sitePW...156",0.100402286942464,78,3.34316989614996e-05,"sitePW"
"siteDB...157",-0.00923549341834513,79,0.712614469699783,"siteDB"
"sitePW...158",0.0229285458721275,79,0.359570608865008,"sitePW"
"siteDB...159",-0.209432889777124,80,1.9523275492686e-18,"siteDB"
"sitePW...160",-0.119197845873615,80,5.56627099940069e-07,"sitePW"
"siteDB...161",-0.259927781773651,81,4.21357946218799e-26,"siteDB"
"sitePW...162",-0.0858771609906787,81,0.00039821088977743,"sitePW"
"siteDB...163",-0.115528262994326,82,1.72549146636312e-06,"siteDB"
"sitePW...164",-0.147879778556936,82,1.54776095521119e-09,"sitePW"
"siteDB...165",-0.327467603177545,83,8.77290361936607e-41,"siteDB"
"sitePW...166",-0.182720424920008,83,4.63292915906224e-14,"sitePW"
"siteDB...167",-0.0556590481827542,84,0.0225838196589338,"siteDB"
"sitePW...168",-0.0174958328762154,84,0.474334040999484,"sitePW"
"siteDB...169",-0.414269162851046,85,4.51070703441746e-61,"siteDB"
"sitePW...170",-0.155921008755441,85,5.52418883276848e-11,"sitePW"
"siteDB...171",-0.401767467614064,86,6.46272301919094e-64,"siteDB"
"sitePW...172",-0.109850725398425,86,1.03135148951036e-06,"sitePW"
"siteDB...173",-0.19963322168136,87,1.58081016823687e-16,"siteDB"
"sitePW...174",-0.154771556514271,87,1.72921385793888e-10,"sitePW"
"siteDB...175",0.00765000570685622,88,0.75599849366845,"siteDB"
"sitePW...176",0.102889725645092,88,2.92367314790716e-05,"sitePW"
"siteDB...177",-0.149974124597633,89,9.9013792737026e-10,"siteDB"
"sitePW...178",-0.000399670544204887,89,0.986723364524718,"sitePW"
"siteDB...179",-0.0504157550210044,90,0.0428399446699745,"siteDB"
"sitePW...180",0.0286516808980142,90,0.252507111574811,"sitePW"
"siteDB...181",-0.322156064518377,91,8.17378873333671e-40,"siteDB"
"sitePW...182",-0.127962586133486,91,9.17127326510343e-08,"sitePW"
"siteDB...183",-0.171106323078196,92,4.49757643531423e-12,"siteDB"
"sitePW...184",0.00542515372306322,92,0.820648457141215,"sitePW"
"siteDB...185",-0.232817752391961,93,2.32914137978746e-19,"siteDB"
"sitePW...186",-0.0445186861997438,93,0.0790013354816135,"sitePW"
"siteDB...187",-0.223672678812872,94,2.21968090174419e-19,"siteDB"
"sitePW...188",0.0623729828429749,94,0.00883325810122178,"sitePW"
"siteDB...189",-0.368972151292693,95,9.29228811949215e-51,"siteDB"
"sitePW...190",-0.190744979222899,95,1.72397680928084e-15,"sitePW"
"siteDB...191",-0.461165311232147,96,2.6489475824922e-82,"siteDB"
"sitePW...192",-0.226112080816165,96,9.86160704945873e-23,"sitePW"
"siteDB...193",-0.247450254819879,97,2.56329287232506e-22,"siteDB"
"sitePW...194",-1.93619502789842e-06,97,0.999936108580425,"sitePW"
"siteDB...195",-0.180329564791111,98,4.59562619870895e-13,"siteDB"
"sitePW...196",-0.0224357455452822,98,0.355297960953077,"sitePW"
"siteDB...197",-0.165190004998997,99,3.94929691039055e-11,"siteDB"
"sitePW...198",0.0103901079749159,99,0.670995065617703,"sitePW"
"siteDB...199",-0.294065943711402,100,3.04534514030977e-33,"siteDB"
"sitePW...200",-0.0900944187550055,100,0.000212790206995765,"sitePW"
"siteDB...201",-0.335852871636762,101,5.77800506304141e-42,"siteDB"
"sitePW...202",-0.184315556325806,101,5.66600228941001e-14,"sitePW"
"siteDB...203",-0.112764051022286,102,8.7842802736798e-06,"siteDB"
"sitePW...204",-0.0587829763570994,102,0.0223901883644963,"sitePW"
"siteDB...205",-0.249884716170207,103,7.89704501517384e-24,"siteDB"
"sitePW...206",-0.0897494116487909,103,0.000215498264807474,"sitePW"
"siteDB...207",-0.26753902104937,104,2.63430438201257e-27,"siteDB"
"sitePW...208",-0.0882900006795692,104,0.000213675280523374,"sitePW"
"siteDB...209",-0.216854079980379,105,1.19193876811546e-19,"siteDB"
"sitePW...210",-0.260325064521755,105,1.28953667226124e-26,"sitePW"
"siteDB...211",-0.384224088823464,106,8.73076591966931e-53,"siteDB"
"sitePW...212",-0.0605735542603524,106,0.011039787859958,"sitePW"
"siteDB...213",-0.276906674563979,107,4.7266451291644e-28,"siteDB"
"sitePW...214",-0.157301956071969,107,1.93203826124932e-10,"sitePW"
"siteDB...215",-0.190282930654439,108,9.90237627264115e-15,"siteDB"
"sitePW...216",-0.0403227160692236,108,0.0954149859704102,"sitePW"
"siteDB...217",-0.290137589988417,109,9.74089253707555e-29,"siteDB"
"sitePW...218",-0.0188905103925917,109,0.440125189890744,"sitePW"
"siteDB...219",-0.423213300477459,110,3.50762622544724e-59,"siteDB"
"sitePW...220",-0.015140852750052,110,0.527287880476309,"sitePW"
"siteDB...221",-0.35210224649625,111,1.44483434702283e-43,"siteDB"
"sitePW...222",-0.0188366810124658,111,0.438595120099376,"sitePW"
"siteDB...223",-0.395017523794125,112,3.7228180595484e-55,"siteDB"
"sitePW...224",-0.0309912758522676,112,0.188897188888299,"sitePW"
"siteDB...225",-0.255018719859383,113,5.20551422453083e-26,"siteDB"
"sitePW...226",-0.0453048714599897,113,0.0554373463375837,"sitePW"
"siteDB...227",-0.346864621766536,114,1.51278006079408e-45,"siteDB"
"sitePW...228",-0.154099498151709,114,1.03922752061849e-10,"sitePW"
"siteDB...229",-0.148970588508172,115,1.32881173616154e-09,"siteDB"
"sitePW...230",0.0126504991110162,115,0.604287610968421,"sitePW"
"siteDB...231",-0.211816069287623,116,3.3277864440528e-17,"siteDB"
"sitePW...232",-0.0231311800811792,116,0.35658905364796,"sitePW"
"siteDB...233",-0.257427329477026,117,1.18852516255115e-24,"siteDB"
"sitePW...234",0.021717770637119,117,0.363265591899601,"sitePW"
"siteDB...235",-0.320728034492061,118,1.41195773549788e-39,"siteDB"
"sitePW...236",-0.0602510379102385,118,0.0105873067399416,"sitePW"
"siteDB...237",-0.34326378780583,119,1.2126198539708e-44,"siteDB"
"sitePW...238",-0.0990146905001319,119,2.38931875825396e-05,"sitePW"
"siteDB...239",-0.246586212156489,120,3.40774842698175e-25,"siteDB"
"sitePW...240",-0.0881791388696804,120,0.000155422722762006,"sitePW"
"siteDB...241",-0.400776352583259,121,8.30057312300777e-60,"siteDB"
"sitePW...242",-0.184372728072732,121,1.13843051622745e-14,"sitePW"
"siteDB...243",-0.395556115090008,122,1.2903759002928e-54,"siteDB"
"sitePW...244",-0.0819149121496411,122,0.000524437036507637,"sitePW"
"siteDB...245",-0.384549205746312,123,4.37355261310746e-52,"siteDB"
"sitePW...246",-0.13217976618011,123,5.26859943845525e-08,"sitePW"
"siteDB...247",-0.39335294452677,124,3.75164125755278e-62,"siteDB"
"sitePW...248",-0.364867002591438,124,5.52398503421228e-52,"sitePW"
"siteDB...249",-0.266896805763063,125,3.45771852172476e-27,"siteDB"
"sitePW...250",0.0298572018329229,125,0.199978024875444,"sitePW"
"siteDB...251",-0.376844306366213,126,7.51030474609444e-58,"siteDB"
"sitePW...252",-0.251232656715571,126,8.93287949262526e-28,"sitePW"
"siteDB...253",-0.234740904682695,127,1.56288544305802e-21,"siteDB"
"sitePW...254",-0.0462294968928679,127,0.0561639547940038,"sitePW"
"siteDB...255",-0.412706959044483,128,6.07725489617498e-66,"siteDB"
"sitePW...256",-0.332138070229293,128,5.65541111280267e-43,"sitePW"
"siteDB...257",-0.0995267144922101,129,4.11805759650453e-05,"siteDB"
"sitePW...258",-0.0231048077302866,129,0.343486591381507,"sitePW"
"siteDB...259",-0.191979831191729,130,8.12630491887004e-15,"siteDB"
"sitePW...260",0.00384172671726958,130,0.872013320243932,"sitePW"
"siteDB...261",-0.204141215338135,131,3.69073998063114e-16,"siteDB"
"sitePW...262",0.0534011653657968,131,0.0267286771932033,"sitePW"
"siteDB...263",-0.0396614531918917,132,0.109875376328313,"siteDB"
"sitePW...264",0.0770737000059743,132,0.00146695525157369,"sitePW"
"siteDB...265",-0.126686155035866,133,4.13191789012281e-07,"siteDB"
"sitePW...266",-0.0128763024329413,133,0.605140182728528,"sitePW"
"siteDB...267",-0.377327447578156,134,2.87300564802578e-52,"siteDB"
"sitePW...268",-0.0936623936157346,134,7.61964638350746e-05,"sitePW"
"siteDB...269",-0.164398123583333,135,1.01107531632626e-11,"siteDB"
"sitePW...270",-0.0567885948167685,135,0.0165071903662308,"sitePW"
"siteDB...271",-0.096709374258582,136,6.14063942809137e-05,"siteDB"
"sitePW...272",-0.0230629995155962,136,0.336449516903153,"sitePW"
"siteDB...273",-0.389113373786201,137,5.61027414001753e-55,"siteDB"
"sitePW...274",-0.221663579627482,137,1.50708569979648e-19,"sitePW"
"siteDB...275",-0.0498543466386442,138,0.0466769013257753,"siteDB"
"sitePW...276",0.0227453070876861,138,0.372313484343833,"sitePW"
"siteDB...277",-0.320375780009856,139,1.73864104253968e-36,"siteDB"
"sitePW...278",-0.127897716870277,139,2.02839702230719e-07,"sitePW"
"siteDB...279",-0.174419976708153,140,1.94158882624125e-12,"siteDB"
"sitePW...280",-0.150008804436303,140,1.26527523281634e-09,"sitePW"
"siteDB...281",-0.310346435230644,141,1.52141676167766e-33,"siteDB"
"sitePW...282",-0.0767005392682098,141,0.00237055469812965,"sitePW"
"siteDB...283",-0.176706435491403,142,5.90823322752875e-13,"siteDB"
"sitePW...284",-0.163461189232848,142,7.4450263293383e-11,"sitePW"
"siteDB...285",-0.324724189105519,143,1.2040973390368e-40,"siteDB"
"sitePW...286",-0.177121748711582,143,1.94599724331033e-14,"sitePW"
"siteDB...287",-0.465322689275856,144,3.85611753712736e-74,"siteDB"
"sitePW...288",-0.091450129928062,144,0.000117505793125246,"sitePW"
"siteDB...289",-0.392414579217948,145,7.48747065869665e-59,"siteDB"
"sitePW...290",-0.329172405089555,145,1.55182021271025e-42,"sitePW"
"siteDB...291",-0.405034635075298,146,1.99990439456084e-66,"siteDB"
"sitePW...292",-0.170577214994845,146,3.34279101248107e-14,"sitePW"
"siteDB...293",-0.26742599064646,147,1.02824193700997e-25,"siteDB"
"sitePW...294",0.0393376685866756,147,0.0993530017063705,"sitePW"
"siteDB...295",-0.275704607240389,148,3.8325409432066e-29,"siteDB"
"sitePW...296",-0.103753088710822,148,1.23472612617852e-05,"sitePW"
"siteDB...297",-0.253143063895121,149,2.95365038917275e-24,"siteDB"
"sitePW...298",-0.134088132270316,149,3.19565225072104e-08,"sitePW"
"siteDB...299",-0.119504734151392,150,3.46266931656104e-06,"siteDB"
"sitePW...300",0.0319067127058993,150,0.201225057574406,"sitePW"
"siteDB...301",-0.250543482120761,151,4.94394488504253e-22,"siteDB"
"sitePW...302",0.111456064526662,151,5.44559014387614e-06,"sitePW"
"siteDB...303",-0.324317829051731,152,5.32868444128688e-41,"siteDB"
"sitePW...304",-0.163916411716167,152,3.16623215179775e-12,"sitePW"
"siteDB...305",-0.322027783502702,153,2.23070711452908e-39,"siteDB"
"sitePW...306",-0.0635116761129371,153,0.00697152877381806,"sitePW"
"siteDB...307",-0.487215374280935,154,3.44480284108188e-86,"siteDB"
"sitePW...308",-0.26878611188865,154,1.1674397842147e-30,"sitePW"
"siteDB...309",-0.544022818402349,155,9.03123019102173e-102,"siteDB"
"sitePW...310",-0.128390788058379,155,4.2432744979384e-08,"sitePW"
"siteDB...311",-0.52696090966725,156,3.30479122646366e-108,"siteDB"
"sitePW...312",-0.354467488233147,156,1.20372696754946e-53,"sitePW"
"siteDB...313",-0.149787208464295,157,1.82028072548307e-09,"siteDB"
"sitePW...314",-0.116694199469749,157,2.56870382385051e-06,"sitePW"
"siteDB...315",-0.0350473651421627,158,0.157107464224551,"siteDB"
"sitePW...316",0.0697352652955659,158,0.00507576721635645,"sitePW"
"siteDB...317",-0.48013478931819,159,7.85791415877441e-83,"siteDB"
"sitePW...318",-0.213555897335633,159,1.31212081511147e-19,"sitePW"
"siteDB...319",-0.17213931436803,160,5.14198689558204e-12,"siteDB"
"sitePW...320",-0.0656973743465563,160,0.00864444638699209,"sitePW"
"siteDB...321",-0.225776111097496,161,1.02511493411918e-20,"siteDB"
"sitePW...322",-0.0178931362558496,161,0.442878082200426,"sitePW"
"siteDB...323",-0.377793062947229,162,2.454183658479e-51,"siteDB"
"sitePW...324",-0.0215823734154484,162,0.361954321181944,"sitePW"
"siteDB...325",-0.475356323608441,163,2.87566820383156e-78,"siteDB"
"sitePW...326",-0.118399104296398,163,8.79076552957645e-07,"sitePW"
"siteDB...327",-0.269319693180908,164,5.035760249415e-29,"siteDB"
"sitePW...328",-0.0951359099143499,164,4.39528198598049e-05,"sitePW"
"siteDB...329",-0.550176332976755,165,1.36922570819967e-105,"siteDB"
"sitePW...330",-0.24926580603832,165,3.37141998527691e-26,"sitePW"
"siteDB...331",-0.0812579198087254,166,0.000953507356631577,"siteDB"
"sitePW...332",0.0296010680686754,166,0.226019947490414,"sitePW"
"siteDB...333",-0.288565213044424,167,1.88011826152293e-30,"siteDB"
"sitePW...334",-0.0725427937221114,167,0.00271621097769705,"sitePW"
"siteDB...335",-0.31642317355,168,1.41327701546503e-39,"siteDB"
"sitePW...336",-0.0677788459212593,168,0.00358428682297889,"sitePW"
"siteDB...337",-0.0558439482994292,169,0.021391041190311,"siteDB"
"sitePW...338",-0.0787271700236365,169,0.00112421460385544,"sitePW"
"siteDB...339",-0.264638252110703,170,2.75091829158969e-27,"siteDB"
"sitePW...340",-0.139741080593581,170,7.85753468817314e-09,"sitePW"
"siteDB...341",-0.150699745923113,171,6.82495176870875e-10,"siteDB"
"sitePW...342",-0.0222091563050714,171,0.35883168077227,"sitePW"
"siteDB...343",-0.322821168707769,172,3.87888845481174e-41,"siteDB"
"sitePW...344",-0.17521403039304,172,8.28695726329754e-14,"sitePW"
"siteDB...345",-0.320825736257004,173,4.08933824614201e-39,"siteDB"
"sitePW...346",-0.0437453007172387,173,0.0575394672665518,"sitePW"
"siteDB...347",-0.239405038426233,174,1.87452014903751e-22,"siteDB"
"sitePW...348",-0.102420153176998,174,3.14097813426388e-05,"sitePW"
"siteDB...349",-0.341719889817917,175,3.23250568029552e-45,"siteDB"
"sitePW...350",-0.136961326366371,175,4.44105199996818e-09,"sitePW"
"siteDB...351",-0.0985670644401645,176,7.0893417836427e-05,"siteDB"
"sitePW...352",0.0908128308102898,176,0.000175734943928718,"sitePW"
"siteDB...353",-0.268899483849838,177,4.08985958898447e-28,"siteDB"
"sitePW...354",0.0392504164520469,177,0.0950338989768085,"sitePW"
"siteDB...355",-0.230648962887634,178,5.15852439969297e-21,"siteDB"
"sitePW...356",0.0361629427065018,178,0.124308102851454,"sitePW"
"siteDB...357",-0.0515173514485961,179,0.0418507017124529,"siteDB"
"sitePW...358",0.115691022861099,179,2.78543808538571e-06,"sitePW"
"siteDB...359",-0.261183467446419,180,1.07366472595686e-24,"siteDB"
"sitePW...360",0.0688324207654524,180,0.00366376399162162,"sitePW"
"siteDB...361",-0.190287393107263,181,7.07042263206034e-14,"siteDB"
"sitePW...362",0.000518283455302564,181,0.983217500213384,"sitePW"
"siteDB...363",-0.233280136965624,182,1.89395960638693e-22,"siteDB"
"sitePW...364",-0.0813325092898722,182,0.000547028038589458,"sitePW"
"siteDB...365",-0.286692536816518,183,4.52944424959917e-30,"siteDB"
"sitePW...366",-0.097917730655386,183,5.08798895991731e-05,"sitePW"
"siteDB...367",-0.259016569576798,184,2.46183236192307e-23,"siteDB"
"sitePW...368",-0.0568390130890181,184,0.0237788326788023,"sitePW"
"siteDB...369",-0.310998633648779,185,4.16721436833313e-37,"siteDB"
"sitePW...370",-0.22241023994037,185,1.75802266219856e-19,"sitePW"
"siteDB...371",-0.254748283864552,186,3.22208368566173e-26,"siteDB"
"sitePW...372",-0.0803035084878374,186,0.000697765849455819,"sitePW"
"siteDB...373",-0.476312900093509,187,3.6279748312792e-87,"siteDB"
"sitePW...374",-0.240827550030892,187,1.7938634273111e-25,"sitePW"
"siteDB...375",-0.217036760112413,188,1.03898376902735e-18,"siteDB"
"sitePW...376",0.0109899106358792,188,0.643979601991556,"sitePW"
"siteDB...377",-0.308314007724431,189,7.93908116411588e-37,"siteDB"
"sitePW...378",-0.0566219022610629,189,0.0146830451185802,"sitePW"
"siteDB...379",-0.353772736402864,190,7.75514166871488e-45,"siteDB"
"sitePW...380",-0.0760372443905845,190,0.00165612790164938,"sitePW"
"siteDB...381",-0.195354258715866,191,3.28560343174947e-16,"siteDB"
"sitePW...382",0.0062136466934359,191,0.789221875318733,"sitePW"
